가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
C1B6121B9C,치카*****************,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성20대이하비율 영향도 0.86, 여성40대비율 영향도 0.68, 남성60대이상비율 영향도 0.58. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",베이커리,2022-12-22,,서울특별시 성동구 뚝섬로1가길 14,상권없음,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,8.7,12.8,5.6,0.3705,0.378,0.288,36.4452,35.904,36.632,26.8068,26.7784,26.6,5.7981,5.6848,6.156,유지 유지,감소 감소,감소 증가,유지 유지,증가 감소,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,감소 감소,3.0,3.0,3.0,3.0,4.0,3.0
E1DF41CE78,소림******,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -0.48, 직장고객비율 영향도 0.44, 매출건수구간 영향도 0.32. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",중식당,2022-03-16,,서울특별시 성동구 독서당로39길 43-1,옥수,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,98.8,97.8,99.3,0.0,0.0,0.0,8.66,6.0788,5.5692,7.4043,6.0788,6.7116,8.66,9.1,8.925,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,감소 감소,감소 증가,유지 유지,유지 증가,유지 유지,증가 감소,5.0,5.0,5.0,6.0,5.0,5.0
E12C68864A,짱구*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.73, 군집_고객유형 영향도 0.56, 남성40대비율 영향도 -0.49. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",한식-국밥/설렁탕,2010-06-18,,서울 성동구 장터길 43-3,금남시장,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,29.8342,30.2225,30.2063,1.1169,1.0535,0.9947,2.2995,1.9565,2.1315,4.7523,4.73,4.1818,유지 유지,감소 증가,감소 감소,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,5.0,4.0,4.0,4.0,4.0,4.0
C4B01C15B0,착한**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 -0.63, 직장고객비율 영향도 -0.52, 매출금액구간 영향도 0.30. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",중식당,2022-07-29,,서울특별시 성동구 아차산로7길 17-1,성수,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,9.7,3.3,7.6,16.588,16.8981,17.4717,3.9045,3.8745,3.7092,5.586,5.7687,5.7324,5.928,5.9696,5.7605,유지 유지,증가 감소,증가 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,1.0,1.0,1.0,1.0,2.0,1.0
41E88640AD,대도*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.77, 남성40대비율 영향도 -0.65, 남성30대비율 영향도 0.64. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",한식-육류/고기,2018-04-25,,서울 성동구 성수일로 80-17.,성수,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0136,18.6955,17.6341,1.0656,0.976,0.7878,8.496,9.6685,9.999,5.2992,5.5815,5.9388,유지 유지,증가 증가,증가 증가,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,2.0,4.0,4.0,1.0,2.0,4.0
04393D7C92,왕십*****,"폐업 위험도: 높음 (0.88). 주요 원인: 매출건수구간 영향도 1.29, 유동고객비율 영향도 0.96, 직장고객비율 영향도 0.94. 고객유형: 고르게 분포, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",한식-육류/고기,2019-03-13,2025-07-23,서울특별시 성동구 왕십리로 357,상권없음,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,33.2,18.6,50.8,3.5955,4.0313,4.0514,14.425,14.1478,14.2819,15.5213,15.4846,15.4199,8.1934,8.2436,8.4212,유지 유지,감소 감소,증가 증가,유지 증가,증가 증가,감소 증가,감소 증가,유지 유지,유지 증가,유지 유지,증가 감소,4.0,5.0,4.0,5.0,4.0,4.0
C766BAD8FB,빽다*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.80, 매출금액구간 영향도 -0.70, 군집_고객관계_KM 영향도 0.58. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",커피전문점,2021-05-27,,서울특별시 성동구 행당로 121,왕십리,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,7.2,11.3,11.0,4.0006,4.1055,4.171,13.2608,13.3386,13.0295,10.8262,10.857,11.021,12.5874,12.3046,12.154,감소 유지,증가 증가,감소 감소,유지 유지,증가 증가,증가 감소,증가 감소,유지 유지,유지 유지,유지 증가,감소 증가,3.0,1.0,1.0,3.0,3.0,1.0
CA01F6A76C,주전*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성60대이상비율 영향도 -0.51, 여성20대이하비율 영향도 0.45, 배달매출비율 영향도 -0.37. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",요리주점,2020-01-30,,서울특별시 성동구 무학로2길 41,왕십리,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.2,3.5,1.0,2.508,2.5194,2.4928,11.9,11.458,11.352,13.838,13.9855,14.4136,4.114,4.1114,4.4032,유지 유지,증가 증가,감소 증가,유지 유지,증가 감소,감소 감소,증가 감소,유지 유지,증가 유지,유지 유지,감소 증가,2.0,3.0,3.0,2.0,1.0,3.0
CB3797D731,일일*,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 0.47, 군집_고객유형 영향도 -0.41, 취소율구간 영향도 -0.34. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",중식당,2021-09-08,,서울특별시 성동구 왕십리로 345,왕십리,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,28.1,30.1,30.9,13.6188,13.514,13.7475,4.0128,4.032,3.984,8.6526,8.694,8.715,8.0674,8.232,8.217,유지 증가,증가 증가,증가 감소,증가 감소,감소 증가,증가 감소,증가 증가,유지 유지,유지 감소,유지 유지,감소 증가,1.0,1.0,1.0,1.0,1.0,2.0
0E559E84F4,양대*,"폐업 위험도: 낮음 (0.01). 주요 원인: 업종_대분류 영향도 0.63, 상권내매출순위비율 영향도 0.56, 남성60대이상비율 영향도 -0.53. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-육류/고기,2016-04-01,,서울 성동구 마조로 17.,한양대,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.7824,3.2214,3.2121,9.0768,8.6443,9.4369,9.2504,8.4812,9.108,3.1,3.0057,3.1119,유지 유지,감소 증가,감소 증가,유지 유지,증가 감소,감소 증가,유지 유지,유지 유지,증가 감소,유지 유지,증가 감소,3.0,4.0,4.0,2.0,3.0,4.0
3B463692E1,돼지*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.67, 객단가구간 영향도 -0.65, 매출건수구간 영향도 0.60. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",한식-육류/고기,2022-09-05,,서울특별시 성동구 뚝섬로1길 55,뚝섬,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.3586,5.1726,7.6336,5.9783,5.0267,3.7772,11.7062,11.7089,10.7996,6.7921,6.9531,6.0116,유지 유지,증가 감소,증가 감소,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,유지 증가,유지 유지,감소 유지,4.0,5.0,5.0,4.0,4.0,5.0
11191365FD,목화**,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 1.09, 여성20대이하비율 영향도 -0.65, 남성60대이상비율 영향도 0.54. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",카페,2018-11-20,,서울특별시 성동구 장터길 29-1,금남시장,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,100.0,100.0,97.2,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 감소,감소 증가,유지 유지,유지 감소,유지 유지,유지 감소,유지 감소,유지 증가,6.0,5.0,6.0,6.0,6.0,6.0
115B45FBBE,정선***,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.98, 취소율구간 영향도 -0.68, 군집_고객관계_KM 영향도 0.58. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",백반/가정식,2017-11-06,,서울특별시 성동구 서울숲6길 14,뚝섬,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,6.3623,6.5604,6.9012,10.6578,10.2172,9.9302,16.044,16.072,16.1868,10.1994,10.5042,10.1598,유지 증가,증가 증가,증가 감소,유지 증가,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,증가 유지,감소 감소,1.0,3.0,2.0,2.0,1.0,2.0
D7028A57A2,몬스******,"폐업 위험도: 낮음 (0.00). 주요 원인: 군집_고객관계_KM 영향도 -0.78, 군집_고객유형 영향도 -0.38, 직장고객비율 영향도 -0.36. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",한식-단품요리일반,2023-12-06,,서울특별시 성동구 행당로 121,왕십리,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,94.1,89.9,98.8,6.1754,5.6388,5.382,11.5008,11.4515,11.468,13.0582,13.7418,14.518,6.8885,7.6137,7.625,유지 유지,증가 증가,증가 증가,증가 유지,감소 감소,감소 증가,감소 증가,유지 유지,감소 증가,유지 증가,유지 감소,4.0,5.0,4.0,5.0,5.0,5.0
D2863D50C7,혼밥**,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 0.52, 남성60대이상비율 영향도 -0.39, 군집_고객유형 영향도 0.38. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",백반/가정식,2021-12-09,,서울특별시 성동구 무학봉15길 26-1,왕십리,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,97.4,92.4,96.9,8.991,10.0551,9.5076,4.218,3.5828,3.8014,3.686,4.0898,4.2662,3.686,3.0758,2.8386,유지 유지,증가 증가,감소 감소,유지 유지,증가 감소,감소 증가,감소 증가,유지 유지,감소 증가,유지 유지,증가 유지,5.0,5.0,5.0,5.0,5.0,5.0
3478DD65AA,한백****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -1.25, 매출건수구간 영향도 0.50, 군집_고객유형 영향도 -0.40. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",축산물,2021-01-06,,서울특별시 성동구 마장로35길 76,상권없음,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,19.2096,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7096,30.55,0.0,유지 유지,유지 유지,증가 감소,유지 유지,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
D395BA1A40,10**,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 1.02, 남성50대비율 영향도 0.58, 운영개월수구간 영향도 -0.57. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",일식당,2010-06-07,,서울 성동구 뚝섬로 341-8,성수,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,8.6229,9.0145,9.1784,5.3595,5.293,5.8176,12.7834,12.877,13.4532,8.9722,8.3345,8.0396,유지 증가,증가 증가,감소 감소,증가 유지,증가 증가,감소 증가,유지 유지,유지 유지,감소 유지,증가 유지,감소 증가,3.0,4.0,3.0,4.0,4.0,4.0
0C074FD60A,사운*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 취소율구간 영향도 0.70, 매출건수구간 영향도 -0.58, 매출금액구간 영향도 -0.54. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",카페,2023-11-02,,서울특별시 성동구 뚝섬로7길 6,성수,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3948,0.3256,0.3267,37.7102,40.3392,40.6334,22.143,22.3168,21.9336,2.0801,2.1824,2.1793,유지 증가,증가 감소,증가 감소,유지 유지,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,4.0,3.0,3.0,3.0,4.0,3.0
5113D031FD,기미*,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성30대비율 영향도 0.85, 군집_고객유형 영향도 0.65, 여성40대비율 영향도 0.60. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",커피전문점,2021-10-06,,서울특별시 성동구 성수이로26길 47,상권없음,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3311,1.8833,1.8278,10.4954,11.5385,11.4356,22.5597,20.9166,21.6062,14.7152,10.6056,11.132,유지 유지,감소 증가,감소 증가,감소 증가,증가 감소,증가 감소,유지 유지,유지 유지,유지 감소,감소 증가,증가 감소,3.0,5.0,5.0,5.0,5.0,3.0
BCA89C9A13,커피*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.64, 신규고객비율 영향도 0.58, 여성30대비율 영향도 0.54. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",카페,2021-01-25,,서울특별시 성동구 왕십리로 102,뚝섬,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,17.6,15.2,29.6,1.6808,1.692,1.6698,17.922,17.4096,17.4538,26.3268,26.4576,27.0725,10.4442,11.1072,11.2112,유지 유지,증가 증가,증가 증가,유지 유지,증가 감소,감소 증가,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,4.0,3.0,3.0,4.0,4.0,3.0
E7A25A394B,제*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.86, 여성20대이하비율 영향도 0.44, 군집_고객관계_KM 영향도 -0.36. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",중식당,2019-12-09,,서울특별시 성동구 서울숲길 46-1,뚝섬,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,6.4,7.9,10.5,2.315,2.3511,2.563,17.0766,17.1941,16.821,19.3857,19.1345,19.2774,7.7865,8.085,7.743,감소 증가,감소 증가,증가 감소,유지 증가,증가 증가,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,1.0,3.0,2.0,1.0,1.0,2.0
A7CC582C60,아우*********,"폐업 위험도: 낮음 (0.00). 주요 원인: 신규고객비율 영향도 -1.72, 운영개월수구간 영향도 1.50, 취소율구간 영향도 -0.56. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",베이커리,2024-11-04,,서울특별시 성동구 한림말1길 12,옥수,,1.0,1.0,,1.0,1.0,,4.0,4.0,,5.0,4.0,,9.1,9.1,,2.132,2.754,,7.5936,8.25,,24.2592,24.882,,19.2192,17.424,유지 감소,유지 증가,유지 감소,유지 유지,유지 증가,유지 증가,유지 유지,유지 유지,유지 유지,유지 유지,유지 증가,2.0,1.0,,1.0,,1.0
F907A9A2FF,테라***,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내매출순위비율 영향도 -0.55, 유동고객비율 영향도 0.46, 여성20대이하비율 영향도 0.37. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",호프/맥주,2019-11-11,,서울특별시 성동구 장터길 26,금남시장,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,13.4273,13.3666,12.692,7.3359,7.4329,7.2044,6.3261,6.9664,7.47,4.6629,4.5406,5.2788,유지 유지,증가 증가,감소 증가,유지 유지,감소 감소,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,4.0,4.0,4.0,4.0,4.0,4.0
F7AD65B492,파리*********,"폐업 위험도: 낮음 (0.00). 주요 원인: 상권내폐업비율 영향도 0.62, 매출건수구간 영향도 -0.49, 업종내폐업비율 영향도 -0.43. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",베이커리,2015-02-03,,서울 성동구 금호산길 65.,신금호,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,1.8,1.4,4.7,7.7224,7.8792,8.0598,6.4448,6.2624,6.0701,13.072,12.9504,12.8614,14.7136,14.8352,14.4841,유지 유지,감소 감소,증가 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,1.0,1.0,1.0,1.0,1.0,1.0
F744DF2779,왕십*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.81, 매출금액구간 영향도 0.78, 남성60대이상비율 영향도 -0.53. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-해물/생선,2017-11-10,,서울특별시 성동구 왕십리로24길 7-1,왕십리,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,4.9296,4.904,4.7112,6.7304,6.6177,6.3756,11.1672,11.61,11.8008,8.4224,8.6688,9.108,감소 유지,증가 증가,증가 증가,유지 유지,감소 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,1.0,2.0,2.0,1.0,1.0,2.0
AB9C75D921,무지********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.93, 업종내매출순위비율 영향도 0.51, 여성40대비율 영향도 -0.50. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",호프/맥주,2020-09-04,,서울특별시 성동구 마조로3가길 18,한양대,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.4,1.8,2.8,0.7267,0.728,0.7293,31.5756,31.108,31.3446,6.1299,6.336,6.4972,2.2932,2.508,2.3706,감소 유지,증가 증가,증가 감소,유지 증가,증가 증가,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,3.0,4.0,3.0,3.0,2.0,3.0
F5D09BB486,일품*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -0.99, 매출금액구간 영향도 0.60, 상권내폐업비율 영향도 0.45. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-국수/만두,2008-07-17,,서울 성동구 고산자로12길 1-1.,왕십리,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,14.4,13.1,16.3,9.6123,9.8464,9.8826,8.0099,7.7064,7.4034,9.5841,9.5304,9.4599,8.7507,8.6184,8.7287,감소 유지,감소 감소,감소 증가,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,1.0,1.0,1.0,1.0,1.0,1.0
ACD79FDC67,한촌********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성40대비율 영향도 0.53, 매출금액구간 영향도 0.35, 배달매출비율 영향도 -0.31. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",한식-국밥/설렁탕,2018-11-01,,서울특별시 성동구 독서당로40길 37,옥수,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,27.8,32.4,35.8,16.5846,16.6742,16.7676,2.1286,1.9764,2.1204,5.9454,5.9292,5.8776,9.5787,9.882,9.9696,증가 유지,감소 감소,증가 증가,유지 유지,증가 증가,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,1.0,2.0,2.0,1.0,2.0,2.0
FA5BFF2F5E,한우**,"폐업 위험도: 낮음 (0.03). 주요 원인: 여성30대비율 영향도 0.80, 업종_대분류 영향도 0.78, 매출금액구간 영향도 0.73. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-육류/고기,2023-06-07,,서울특별시 성동구 고산자로 297,왕십리,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,2.548,1.9272,2.478,9.3654,11.5232,11.275,18.2952,20.8832,20.213,4.4649,4.6176,4.92,증가 감소,증가 감소,증가 증가,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,1.0,4.0,4.0,1.0,1.0,4.0
F20A9C3F30,해*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 1.58, 여성20대이하비율 영향도 -0.54, 여성40대비율 영향도 0.46. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",한식-육류/고기,2012-04-02,,서울 성동구 금호로 17.,금남시장,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,1.0,1.0,1.0,100.0,100.0,98.0,0.0,0.0,0.0,3.6603,0.0,0.0,7.3647,0.0,0.0,33.075,100.0,100.0,유지 유지,감소 유지,증가 유지,유지 감소,유지 유지,감소 유지,유지 감소,유지 유지,유지 감소,유지 감소,유지 감소,6.0,5.0,6.0,6.0,6.0,6.0
